title,company,ratings,reviews,experience,salary,location,days_posted,tags,job_simp,post,salary_mentioned,reviews_int,min_experience,max_experience,avg_experience,days_posted_int,bangalore,delhi,kolkata,mumbai,remote,gurgaon,hyderabad,noida,pune,python,sql,deep_learning,big_data,r,nlp,sas,git,tensorflow,pytorch,tableau,power_bi,apache,c++
Senior AI Data Scientist,Seven Consultancy (HR Solution),4.2,2 Reviews,5-10 Yrs,Not disclosed,New Delhi,30+ Days Ago, c data artificial intelligence senior intelligence analytics,data scientist,senior,0,2,5,10,7.5,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist,Algo8,2.8,8 Reviews,7-12 Yrs,Not disclosed,Noida,30+ Days Ago, computer machine learning python data mysql science coding machine,data scientist,senior,0,8,7,12,9.5,30,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Seven Consultancy (HR Solution),4.2,2 Reviews,3-8 Yrs,Not disclosed,New Delhi,30+ Days Ago, infrastructure apache management data analytics programming big data analytics machine learning python,data scientist,na,0,2,3,8,5.5,30,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Sr . Data Scientist,Galytix Analytics,2.5,27 Reviews,6-11 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago, sr computer machine learning apache source python data data mining,data scientist,senior,0,27,6,11,8.5,30,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Data Scientist,Bonzer Business Solutions,3.1,2 Reviews,5-10 Yrs,Not disclosed,Noida,30+ Days Ago, sql unix machine learning shell scripting python data machine spss,data scientist,na,0,2,5,10,7.5,30,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Science Solution Engineer,alight,3.8,300 Reviews,1-3 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago, sql c++ machine learning data processing python data science data mining,na,na,0,300,1,3,2.0,30,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Senior Engineer - Data Science,CNH Industrial,4.2,843 Reviews,5-10 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago, industrial sql qms machine learning forecasting telematics python data,na,senior,0,843,5,10,7.5,30,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Modeler,Resource Access Management Solutions Pvt. Ltd.,4.0,59 Reviews,3-7 Yrs,Not disclosed,Noida,30+ Days Ago, sql machine learning modeler logistic regression python data data integrity automation,na,na,0,59,3,7,5.0,30,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist,Birdeye,3.5,37 Reviews,4-11 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago, salesforce computer machine learning natural language processing customer experience python data social media,data scientist,senior,0,37,4,11,7.5,30,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Sr. Data Scientist,alight,3.8,300 Reviews,5-6 Yrs,Not disclosed,"Noida, Gurgaon/Gurugram",30+ Days Ago, analysis sql sr neural networks machine learning python data intelligence,data scientist,senior,0,300,5,6,5.5,30,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist - Reliability,CNH Industrial,4.2,843 Reviews,5-10 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago, analysis sql neural networks machine learning telematics python data science,data scientist,na,0,843,5,10,7.5,30,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Principal Data Scientist,Navikenz India,5.0,2 Reviews,15-20 Yrs,Not disclosed,Noida,30+ Days Ago, open gcp machine learning computer source python data coding,data scientist,senior,0,2,15,20,17.5,30,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lead Data Scientist,Navikenz India,5.0,2 Reviews,5-10 Yrs,Not disclosed,Noida,30+ Days Ago, analysis gcp neural networks machine learning source python data coding,data scientist,senior,0,2,5,10,7.5,30,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Navikenz India,5.0,2 Reviews,5-10 Yrs,Not disclosed,Noida,30+ Days Ago, python machine learning neural networks text mining data mining collections networking javascript,data scientist,na,0,2,5,10,7.5,30,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Associate Data Scientist,Navikenz India,5.0,2 Reviews,3-8 Yrs,Not disclosed,Noida,30+ Days Ago, gcp data network analysis networking machine analysis javascript data mining,data scientist,junior,0,2,3,8,5.5,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Science Manager,Digilytics,4.2,7 Reviews,7-10 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago, sql management machine learning python data science machine analytics,manager,na,0,7,7,10,8.5,30,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Taleo- Sr Data Scientist,Skillety,2.8,4 Reviews,5-9 Yrs,Not disclosed,Noida,30+ Days Ago, analysis sr research analytics data structures processing machine networking,data scientist,senior,0,4,5,9,7.0,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist,Spinny,4.1,506 Reviews,2-6 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago, sql c++ machine learning research computer operations research operations python,data scientist,senior,0,506,2,6,4.0,30,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Data Scientist,Spinny,4.1,506 Reviews,1-4 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago, sql c++ machine learning research operations research operations python data,data scientist,na,0,506,1,4,2.5,30,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Senior Data Scientist,Agrim Wholesale,3.1,40 Reviews,1-6 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago, sql business development extraction machine learning assessment crm data risk assessment,data scientist,senior,0,40,1,6,3.5,30,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Senior BI Specialist - (f/m/x),Razor Group Gmbh,4.5,5 Reviews,5-9 Yrs,Not disclosed,New Delhi,30+ Days Ago, data science data analysis m sql information technology data e-commerce sql queries,na,senior,0,5,5,9,7.0,30,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Razor Group Gmbh,4.5,5 Reviews,2-3 Yrs,Not disclosed,New Delhi,30+ Days Ago, analysis sql consumer machine learning python machine e-commerce data analysis,data scientist,na,0,5,2,3,2.5,30,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist - Python (f/m/x),Razor Group Gmbh,4.5,5 Reviews,5-10 Yrs,Not disclosed,New Delhi,30+ Days Ago, analysis sql consumer machine learning python machine e-commerce data analysis,data scientist,senior,0,5,5,10,7.5,30,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Saarthee,1.7,10 Reviews,1-6 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago, sql machine learning data analytics research operations research operations python data,data scientist,na,0,10,1,6,3.5,30,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Hanu Software Solutions Pvt Ltd,3.7,108 Reviews,8-12 Yrs,Not disclosed,Greater Noida,30+ Days Ago, revenue data mining machine research analytics intelligence sql data,data scientist,na,0,108,8,12,10.0,30,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Job Opening For Data Scientist @ GD-Hyd,Globaldata,3.9,336 Reviews,3-6 Yrs,Not disclosed,Hybrid - Hyderabad/Secunderabad(Kondapur),27 Days Ago, Data Science Natural Language Processing data scientist Machine Learning Deep Learning keras pandas processing,data scientist,na,0,336,3,6,4.5,27,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Principal Data Scientist - AI,GEP,3.8,538 Reviews,5-11 Yrs,Not disclosed,Hyderabad/Secunderabad,27 Days Ago, procurement python science nosql machine learning mongodb open source business operations,data scientist,senior,0,538,5,11,8.0,27,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Associate Data Scientist,S&P Global,4.3,1117 Reviews,3-5 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, computer data computer science automation machine data mining analytical monitoring,data scientist,junior,0,1117,3,5,4.0,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,S&P Global,4.3,1117 Reviews,3-6 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, python science petroleum monitoring agile data mining analytical automation,data scientist,na,0,1117,3,6,4.5,30,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Senior Data Scientist, HR",Hitachi Ltd.,4.0,5134 Reviews,9-11 Yrs,Not disclosed,Hyderabad/Secunderabad,30 Days Ago, excel sql data statistics senior powerpoint training hrsd,data scientist,senior,0,5134,9,11,10.0,30,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Specialist - Data Science - GMO,Dr Reddys,4.2,5001 Reviews,2-6 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, computer machine learning python data science sas advanced analytics analytics,na,na,0,5001,2,6,4.0,30,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Data Science Lead,Dr Reddys,4.2,5001 Reviews,2-5 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, digital analytics computer machine learning operations digital data science simulation,na,senior,0,5001,2,5,3.5,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Data Science Lead,Dr Reddys,4.2,5001 Reviews,2-5 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, model development sql machine learning operations data science simulation prototype,na,senior,0,5001,2,5,3.5,30,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Dr Reddys,4.2,5001 Reviews,2-5 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, management business development machine learning data investment science deployment advanced analytics,data scientist,na,0,5001,2,5,3.5,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,New Emerging World Of Journalism (newj),3.6,7 Reviews,6-11 Yrs,Not disclosed,Mumbai,30+ Days Ago, analysis computer machine learning programming python data journalism science,data scientist,na,0,7,6,11,8.5,30,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,S&P Global Inc.,4.2,910 Reviews,1-4 Yrs,Not disclosed,Mumbai,30+ Days Ago, analysis sql management risk management operations oracle data data mining,data scientist,na,0,910,1,4,2.5,30,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Associate,Tata Capital,4.2,1930 Reviews,0-2 Yrs,Not disclosed,Mumbai,30+ Days Ago, life cycle acquisition management forecasting machine learning logistic regression python data,na,junior,0,1930,0,2,1.0,30,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TS- AIML Designer,Srivango,5.0,2 Reviews,7-12 Yrs,Not disclosed,"Hybrid - Hyderabad/Secunderabad, Bangalore/Bengaluru, Mumbai (All Areas)",7 Days Ago, Data Science AIML Machine Learning Deep Learning ts data machine natural language processing,mle,na,0,2,7,12,9.5,7,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Senior Data Scientist,Caterpillar Inc,4.3,932 Reviews,1-5 Yrs,Not disclosed,Chennai,17 Days Ago, interpersonal skill microsoft data technical interpersonal procurement office senior,data scientist,senior,0,932,1,5,3.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Tutree India Technologies,2.4,2 Reviews,2-5 Yrs,Not disclosed,Noida,19 Days Ago, R Analytical Skills Problem Solving Skills Python SQL analytical analytics data,data scientist,na,0,2,2,5,3.5,19,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Analytical Modeler - Forecasting,Ford,4.5,2994 Reviews,3-8 Yrs,Not disclosed,Hybrid - Chennai(Sholinganallur),21 Days Ago, time series arima time series analysis analytics modeler analytical modeling time,na,na,0,2994,3,8,5.5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Nits Solutions,3.3,32 Reviews,3-7 Yrs,Not disclosed,"Hybrid - Noida, New Delhi, Gurgaon/Gurugram, Delhi / NCR",24 Days Ago, Data Science Python SQL machine intelligence artificial intelligence processing data,data scientist,na,0,32,3,7,5.0,24,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Machine Learning Engineer,Capgemini,3.9,25395 Reviews,6-10 Yrs,Not disclosed,Chennai,30+ Days Ago, Coding JavaScript Machine learning Data structures Python modeling data science science,mle,na,0,25395,6,10,8.0,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Scientist - Manufacturing Intelligence,Pfizer,4.2,2327 Reviews,6-9 Yrs,Not disclosed,Chennai,30+ Days Ago, robotics manufacturing machine pharmaceutical control senior process control intelligence,na,senior,0,2327,6,9,7.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist (NLP),Icertis,3.9,156 Reviews,14-20 Yrs,Not disclosed,remote,30+ Days Ago, cloud computing intelligence data analysis natural language processing processing machine python languages,data scientist,senior,0,156,14,20,17.0,30,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Lead Data Scientist - Data Sciences,GEP,3.8,538 Reviews,8-13 Yrs,Not disclosed,Remote,30+ Days Ago, analysis computer machine learning research operations research operations data product design,data scientist,senior,0,538,8,13,10.5,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PhD Research Scholar - Data Science,Volvo Financial Services,4.9,12 Reviews,1-4 Yrs,Not disclosed,Permanent Remote,30+ Days Ago, python data science automation construction data construction equipment simulation powertrain,na,na,0,12,1,4,2.5,30,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Researcher -AI-ML modelling,Tata Steel,4.1,5107 Reviews,3-5 Yrs,Not disclosed,Jamshedpur,30+ Days Ago, research operations materials python vb science data automation,mle,na,0,5107,3,5,4.0,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Science - intern,Bharat Matrimony,3.7,356 Reviews,0-1 Yrs,Not disclosed,Chennai,30+ Days Ago, front office front office deep learning data machine learning science machine,na,na,0,356,0,1,0.5,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Senior/ Lead Data Scientist - Women in Data Science,Tiger Analytics,3.6,238 Reviews,2-7 Yrs,Not disclosed,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",30+ Days Ago, documentation machine analytics sql data science senior machine learning,data scientist,senior,0,238,2,7,4.5,30,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Tiger Analytics,3.6,238 Reviews,3-5 Yrs,Not disclosed,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",30+ Days Ago, documentation machine excel analytics sql data science machine learning,data scientist,na,0,238,3,5,4.0,30,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Datagrid Solutions,4.7,8 Reviews,3-8 Yrs,Not disclosed,"Hybrid - Pune, Bangalore/Bengaluru, Mumbai (All Areas)",25 Days Ago, deep learning python computer vision machine learning computer vision tensorflow data,data scientist,na,0,8,3,8,5.5,25,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"Principal, Data Scientist",BNY Mellon,4.2,2691 Reviews,10-12 Yrs,Not disclosed,Pune,19 Days Ago, advanced analytics finance data data science science financial services analytics deployment,data scientist,senior,0,2691,10,12,11.0,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lead Data Scientist,BNY Mellon,4.2,2691 Reviews,4-6 Yrs,Not disclosed,Pune,19 Days Ago, finance programming data management data science financial services program analytics,data scientist,senior,0,2691,4,6,5.0,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sr Data Scientist,Caterpillar Inc,4.3,932 Reviews,7-10 Yrs,Not disclosed,Bangalore/Bengaluru,18 Days Ago, python asset monitoring management machine learning electricals condition monitoring coding,data scientist,senior,0,932,7,10,8.5,18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Manager- Data Science,GSK India,4.3,1367 Reviews,6-8 Yrs,Not disclosed,Bangalore/Bengaluru,19 Days Ago, python senior management data science project management data mining analytics computer science project,manager,senior,0,1367,6,8,7.0,19,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist / Decision Scientist,Maruti Suzuki,4.2,6087 Reviews,2-6 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, python data science google maps automotive programming computation google networking,data scientist,na,0,6087,2,6,4.0,30,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Science,Sonata Software,4.1,583 Reviews,4-9 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, data deep learning data science machine scala languages natural language processing process,na,na,0,583,4,9,6.5,30,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Principal Data Scientist,GSK India,4.3,1367 Reviews,7-12 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, python quality control deep learning analytical machine analytics data quality,data scientist,senior,0,1367,7,12,9.5,30,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Comviva Technology,3.6,346 Reviews,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, python data science forecasting science machine learning deep learning text mining data mining,data scientist,na,0,346,3,5,4.0,30,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Sr. Data Scientist,Clarivate,3.9,328 Reviews,6-11 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, data processing property data management business intelligence data management pharmaceutical sql,data scientist,senior,0,328,6,11,8.5,30,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Quest Alliance,4.4,12 Reviews,8-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, forecasting science e-learning primary research continuous improvement machine learning analysis automation,data scientist,na,0,12,8,10,9.0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist,Epiq Global,4.0,102 Reviews,4-7 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, natural language processing senior python automation analytics sql data data analysis,data scientist,senior,0,102,4,7,5.5,30,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"Associate Engineer, Data Scientist",Micron Semiconductor,4.1,20 Reviews,2-6 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, sql operational excellence ssis operations data cleansing recruitment analytical,data scientist,junior,0,20,2,6,4.0,30,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Associate Data Science Engineer, SMAI",Micron Semiconductor,4.1,20 Reviews,5-8 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, sql neural networks machine learning python data science artificial intelligence analytics,na,junior,0,20,5,8,6.5,30,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Architect/LDS,Cyient,3.7,3053 Reviews,10-15 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, data python aerospace machine sql architecture semiconductor data analysis,na,na,0,3053,10,15,12.5,30,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,S&P Global Inc.,4.2,910 Reviews,1-4 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, computer operations python data science automation data mining analytical,data scientist,na,0,910,1,4,2.5,30,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Associate Data Scientist,S&P Global Inc.,4.2,910 Reviews,3-5 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, computer machine learning python data science automation data mining machine,data scientist,junior,0,910,3,5,4.0,30,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Aligned Automation Services Pvt. Ltd,4.1,39 Reviews,5-10 Yrs,Not disclosed,"Hybrid - Pune, Bangalore/Bengaluru",13 Days Ago, nlp Statistical Modeling machine learning Forecasting modeling statistics analytics machine,data scientist,na,0,39,5,10,7.5,13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Data Scientist,Hilabs India,3.5,13 Reviews,1-5 Yrs,Not disclosed,"Pune, Bangalore/Bengaluru",12 Days Ago, Data Science predictive analytics analytics artificial intelligence predictive modeling modeling data intelligence,data scientist,na,0,13,1,5,3.0,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Innominds Software,3.3,207 Reviews,5-10 Yrs,10-20 Lacs PA,"Hybrid - Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",28 Days Ago, Cloud data machine machine learning python,data scientist,na,1,207,5,10,7.5,28,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Course5 Intelligence,3.7,143 Reviews,3-8 Yrs,Not disclosed,"Mumbai, Jaipur, Bangalore/Bengaluru",17 Days Ago, coding sql data data science python science,data scientist,na,0,143,3,8,5.5,17,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Staff Data Scientist,FabHotels,3.4,215 Reviews,10-12 Yrs,Not disclosed,"Mumbai, Bangalore/Bengaluru",21 Days Ago, python data science collections technology management deep learning analytical machine analytics,data scientist,na,0,215,10,12,11.0,21,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Data Science - Expert,Colgate-Palmolive (India),4.3,614 Reviews,2-6 Yrs,Not disclosed,Mumbai,30+ Days Ago, modeling intelligence sql c++ analysis information technology analytics predictive modeling,na,na,0,614,2,6,4.0,30,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Data Scientist,Aditya Birla Housing Finance,4.0,440 Reviews,2-7 Yrs,Not disclosed,Mumbai (All Areas),21 Days Ago, data science machine learning data machine analytics python science,data scientist,na,0,440,2,7,4.5,21,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,NSEIT,3.7,788 Reviews,5-10 Yrs,Not disclosed,Mumbai,30+ Days Ago, machine learning neural networks python data deployment data mining machine networking,data scientist,na,0,788,5,10,7.5,30,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Ni Systems,4.2,3 Reviews,2-5 Yrs,Not disclosed,Bangalore/Bengaluru(Bellandur),5 Days Ago, Data Anlalytics Excel Relational Databases Python SQL r program tableau bi,data scientist,na,0,3,2,5,3.5,5,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
Senior Data Scientist,Duff & Phelps,4.1,31 Reviews,3-7 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad",3 Days Ago, python data science project management due diligence data mining analytical machine analytics,data scientist,senior,0,31,3,7,5.0,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Science Lead,Impact Analytics,3.7,22 Reviews,4-6 Yrs,Not disclosed,Bangalore/Bengaluru,5 Days Ago, python Statistical Modeling machine learning algorithms predictive analytics advanced analytics machine analytics modeling,na,senior,0,22,4,6,5.0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Paypal,4.1,475 Reviews,4-8 Yrs,Not disclosed,Chennai,30+ Days Ago, software testing computer finance computer science data data science machine sql,data scientist,na,0,475,4,8,6.0,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Senior Specialist, Data Scientist",BNY Mellon,4.2,2691 Reviews,8-10 Yrs,Not disclosed,Chennai,30+ Days Ago, programming data science deployment advanced analytics analytics financial services senior,data scientist,senior,0,2691,8,10,9.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Machine Learning Engineer 3,Paypal,4.1,475 Reviews,2-7 Yrs,Not disclosed,Chennai,30+ Days Ago, python data mining analytical modeling statistics analytics machine analytical skill,mle,na,0,475,2,7,4.5,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist 1,Paypal,4.1,475 Reviews,4-8 Yrs,Not disclosed,Chennai,30+ Days Ago, software testing computer science engineering machine hypothesis testing python management finance,data scientist,na,0,475,4,8,6.0,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lead Data Scientist,BNY Mellon,4.2,2691 Reviews,4-6 Yrs,Not disclosed,Chennai,30+ Days Ago, management programming data science analytics financial services program finance,data scientist,senior,0,2691,4,6,5.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Associate Data Scientist,KAS Services India,3.9,30 Reviews,0-1 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, retail sql sas data science programming interpersonal data extraction,data scientist,junior,0,30,0,1,0.5,30,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Engineer - Data Science (DATA SCIENCE ENGINEER),Ninestars Information Technologies Ltd,3.5,141 Reviews,0-1 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, python data science science machine learning computer vision vision intelligence engineering,na,na,0,141,0,1,0.5,30,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Science Intern,Wow Labz,4.5,4 Reviews,0-1 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, data mining coding analytics campus sql analytical campus recruitment github,na,na,0,4,0,1,0.5,30,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Machine Learning Intern - (Final Year),Cloudsek Information Security,4.0,7 Reviews,0-1 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, final risk assessment risk machine learning neural networks cyber security python side,mle,na,0,7,0,1,0.5,30,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
